src,tgt,hyp,ref,task,label
"Я знаю, что это произошло случайно.",I know that it wasn't intentional.,I know it was an accident.,either,MT,0
Приходите через три дня.,Come back in three days.,Come back in three days.,either,MT,0
"Хотите шоколадное мороженое, клубничное мороженое или ванильное мороженое.","Do you want chocolate ice cream, strawberry ice cream or vanilla ice cream?","You want chocolate ice cream, strawberry ice cream or vanilla ice cream.",either,MT,1
С вами такое часто бывает?,Does this happen to you a lot?,Does this happen to you often?,either,MT,0
Он вас боится.,He's afraid of you.,He's afraid of you.,either,MT,0
Мне надеть свитер?,Do I need to put on a sweater?,Should I wear a sweater?,either,MT,0
"Скорее всего, никто даже не заметит.",Nobody will likely even notice.,"Most likely, no one will even notice.",either,MT,0
Я слил воду из ванны.,I've drained the bathtub.,I spilled water from the bathroom.,either,MT,1
Я не назову тебе её имени.,I'm not going to tell you her name.,I'm not gonna tell you her name.,either,MT,0
Почему бы нам не открыть окно?,Why don't we open the window?,Why don't we open the window?,either,MT,0
Школа всего в пяти минутах ходьбы отсюда.,The school is only a five-minute walk.,School's only a five-minute walk from here.,either,MT,0
Как часто вы друг другу звонили?,How often would you guys call each other?,How often did you call each other?,either,MT,0
Отверстие узкое.,The hole is narrow.,The hole is narrow.,either,MT,0
Вы огорчены.,You're upset.,You're upset.,either,MT,0
Рождество празднуют двадцать пятого декабря.,Christmas is celebrated on December 25th.,Christmas is celebrated on the twenty-fifth of December.,either,MT,0
Тому оно было не нужно.,Tom didn't need it.,Tom didn't need it.,either,MT,0
Я не хотел огорчить Тома.,I didn't want to upset Tom.,I didn't want to upset Tom.,either,MT,0
Не давайте ей пить.,Don't let her drink.,Don't let her drink.,either,MT,0
"Это дурная зависимость, и мне нужно с ней порвать.",It's a bad addiction and I need to quit for good.,"It's a bad addiction, and I need to break it.",either,MT,1
Ты правда хочешь положить свои деньги в тот банк?,Do you really want to put your money in that bank?,You really want to put your money in that bank?,either,MT,0
Мэри теперь взрослая женщина.,Mary is now a grown woman.,Mary is now an adult woman.,either,MT,0
Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say the answer.,either,MT,0
Это было легким решением.,It was an easy decision.,It was an easy decision.,either,MT,0
Этот персик прекрасен.,This peach is a beauty.,This peach is beautiful.,either,MT,0
"Я рассказала Тому всё о том, что мы сделали вчера.",I told Tom all about what we did yesterday.,I told Tom everything we did yesterday.,either,MT,0
Том умер в семьдесят лет.,Tom died when he was seventy years old.,Tom died at the age of seventy.,either,MT,0
Том занимался этим всё утро.,Tom did that all morning.,Tom has been doing this all morning.,either,MT,1
Китай и СССР поддержали Алжир.,China and the USSR supported Algeria.,China and the USSR supported Algeria.,either,MT,0
"Я купил такую же камеру, как у тебя.",I bought the same camera as you have.,I bought a camera like yours.,either,MT,0
Я велел им быть в шляпах.,I told them to wear hats.,I told them to wear hats.,either,MT,0
Мы ночевали под открытым небом.,We slept under the stars.,We slept under the open sky.,either,MT,1
"Одни люди говорят так, другие – этак.",Some say it is so; others differ.,"Some people say that, others say that.",either,MT,1
Добро пожаловать в мир физики.,Welcome to the world of physics.,Welcome to the world of physics.,either,MT,0
