src,tgt,hyp,ref,task,label
It was a very strict lesson . What is the meaning of strict ?,Severe in discipline .,"Of a lesson, or a course of instruction, requiring careful attention to detail.",tgt,DM,1
Trees appareled with flowers . What is the meaning of apparel ?,To dress with external ornaments ; to cover with something ornamental,To cover or cover with a garment.,tgt,DM,1
A backward season . What is the meaning of backward ?,Late or behindhand .,"Of a period of time, especially of the past, that is not present.",tgt,DM,1
For many days the animals had nothing to eat but mangels . What is the meaning of mangel ?,"A mangelwurzel , a plant of the beet family raised as cattle feed .",A mangel-like plant.,tgt,DM,1
"After she found the rook , the chess set was complete . What is the meaning of complete ?",With all parts included ; with nothing missing ; full .,Complete ; complete.,tgt,DM,1
Let 's go hork pickles at people from the back row of the movie theatre . What is the meaning of hork ?,To throw .,"To slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap, slap",tgt,DM,1
"Not long ago , it was difficult to produce photographs of tiny creatures with every part in focus.a photo processing technique called focus stacking has changed that . developed as a tool to electronically combine the sharpest bits of multiple digital images , focus stacking is a boon to biologists seeking full focus on a micron scale . What is the meaning of change ?",To make something into something else .,To change ; to change.,tgt,DM,1
Who 's playing now ? What is the meaning of play ?,To perform in ( a sport ) ; to participate in ( a game ) .,To participate in a game.,tgt,DM,0
Outside a new day is dawning / outside suburbia is sprawling everywhere . What is the meaning of suburbia ?,The suburbs and all that pertains to or characterizes them ; the suburbs as represented or encapsulated by their typical qualities or characteristics .,"The suburbs of a city, especially in the United States.",tgt,DM,1
The tennis player 's serve was phenomenally fast . What is the meaning of phenomenally ?,In a manner that is extraordinary or amazing .,In a phenomenal manner.,tgt,DM,1
He slapped the reins against the horse 's back . What is the meaning of slap ?,To cause something to strike soundly .,To strike or strike with a slap or slaps.,tgt,DM,1
"Look , i do n't francais , so speak to me in english . What is the meaning of francais ?",French .,The language of France.,tgt,DM,0
The tensional force was so great the cable snapped . What is the meaning of tensional ?,Relating to tension .,Of or pertaining to tension.,tgt,DM,0
"With the lights out , she had to rely on touch to find her desk . What is the meaning of touch ?",The faculty or sense of perception by physical contact .,The ability to make a sense of something by means of the sense of touch.,tgt,DM,1
"Here is the ball , in my wheelhouse . i slide my hips out of the way , put myself in place to hit the coldie of a lifetime . What is the meaning of wheelhouse ?",A pitch location which is favourable to the hitter .,"The position of the head, shoulders, or back of a person or animal.",tgt,DM,1
His fervour tempered her resistance appreciably . What is the meaning of appreciably ?,In an appreciable manner ; to a large extent ; considerably .,In an appreciable manner ; in an appreciable manner.,tgt,DM,1
"Then we relapsed into a discomfited silence , and wished we were anywhere else . but miss thorn relieved the situation by laughing aloud , and with such a hearty enjoyment that instead of getting angry and more mortified we began to laugh ourselves , and instantly felt better . What is the meaning of relapse ?",To fall back again ; to slide or turn back into a former state or practice .,To fall back again.,tgt,DM,0
"Simon hart of the daily telegraph has tweeted that the prodigal triple-jumper has come home , in preparation for tomorrow 's qualification round . What is the meaning of prodigal ?","( by allusion to the Biblical parable of the prodigal son ) returning after abandoning a person , group , or ideal , especially for selfish reasons ; behaving as a prodigal son .",Of a person : having a prodigal nature ; having a tendency to prodigalize.,tgt,DM,1
"My favorite childhood bread was not roti , though ; it was luchi—deep fried and puffy , warm and fresh , and simply amazing when rolled up with sugar . What is the meaning of luchi ?","Puffed bread , fried in oil , made from flour . A Bengali specialty .","A type of fried bread, made from wheat flour, fried in oil, and then rolled up and rolled up.",tgt,DM,1
Quit your bellyaching and get back to work ! What is the meaning of bellyaching ?,"Whining and complaining , often contrived to evoke pity or shirk responsibility .","Excessive complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining, complaining ",tgt,DM,1
I made an outright purchase of the house . What is the meaning of outright ?,Having no outstanding conditions .,Without any deductions or deductions ; without any extra charge or deductions.,tgt,DM,1
"[ t ] he sculptor lifted it [ a round block of stone ] , turned it hither and thither in his hands , brushed off the clinging soil , and finally placed it on the slender neck of the newly discovered statue . the effect was magical . it immediately lighted up and vivified the whole figure , endowing it with personality , soul , and intelligence . What is the meaning of endow ?","Followed by , or rarely by : to enrich or furnish with some faculty or quality .","A person or thing, especially a person who has a particular quality or quality, that is regarded as a source of inspiration, inspiration, or inspiration.",tgt,DM,1
She catapulted to the national scene following her selection by the candidate . What is the meaning of catapult ?,To have one 's status increased rapidly .,"To rise rapidly, to rise rapidly, to a great height.",tgt,DM,1
The audience roared at his jokes . What is the meaning of roar ?,To laugh in a particularly loud manner .,"To utter a loud, high-pitched sound.",tgt,DM,1
I 've been clean this time for eight months . What is the meaning of clean ?,Not having used drugs or alcohol .,Having no alcoholic drink.,tgt,DM,1
"Mexico has loved a strong leader since before moctezuma . indigenous tribes were ruled by caciques , or chieftans , and in some rural communities caciques are still unchallenged . What is the meaning of cacique ?",A tribal chief in the Spanish West Indies .,"A chieftain, a member of a tribe.",tgt,DM,1
"That year , secession was enacted on account of unreasonable policies . What is the meaning of secession ?",The act of seceding .,The act of secession.,tgt,DM,1
